URL_ID,URL,Positive_Score,Negative_Score,Polarity_Score,Subjectivity_Score,Avg_Sentence_Length,Percentage_of_Complex_Words,FOG_Index,Avg_Number_of_Words_per_Sentence,Complex_Word_Count,Word_Count,Syllable_per_Word,Personal_Pronouns,Avg_Word_Length
37.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,0.1363665298496759,0.8636334701503241,0.1363665298496759,0.4579080625990739,23.6,27.36,20.38,23.6,536,1959,1.78,36,5.54
38.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,0.07789015151515154,0.9221098484848484,0.07789015151515154,0.4276844016198854,19.33,18.3,15.05,19.33,290,1585,1.55,75,4.82
39.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,0.11330215590149365,0.8866978440985064,0.11330215590149365,0.481079455864224,21.0,23.49,17.8,21.0,439,1869,1.75,44,5.37
40.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,0.14551022248726328,0.8544897775127367,0.14551022248726328,0.4943279552080571,18.61,18.1,14.68,18.61,320,1768,1.56,66,4.84
41.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,0.05782091496074551,0.9421790850392545,0.05782091496074551,0.5033293401513742,21.32,21.8,17.25,21.32,409,1876,1.63,73,5.02
42.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,0.11983712437659805,0.8801628756234019,0.11983712437659805,0.45106747297536776,23.11,21.21,17.73,23.11,299,1410,1.61,83,4.99
43.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,0.1464923782357993,0.8535076217642007,0.1464923782357993,0.4145044648334122,17.88,21.82,15.88,17.88,199,912,1.65,30,5.08
45.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,0.1848381951381952,0.8151618048618048,0.1848381951381952,0.5454688311688312,21.56,19.68,16.5,21.56,174,884,1.56,48,4.85
46.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,0.16706658863311225,0.8329334113668878,0.16706658863311225,0.5246606159696288,26.2,19.21,18.16,26.2,448,2332,1.61,90,4.87
47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,0.12101336818317952,0.8789866318168205,0.12101336818317952,0.4618776750852222,20.01,17.96,15.19,20.01,363,2021,1.63,155,5.03
48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,0.11694548872180453,0.8830545112781955,0.11694548872180453,0.4142765056580845,21.87,22.35,17.69,21.87,303,1356,1.72,49,5.39
49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0.10749107947321695,0.8925089205267831,0.10749107947321695,0.3757063001723196,15.99,20.92,14.76,15.99,291,1391,1.63,33,5.0
50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0.1591990661330284,0.8408009338669716,0.1591990661330284,0.38804663889569535,26.9,17.39,17.72,26.9,318,1829,1.57,95,4.8
51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0.06321613077338269,0.9367838692266173,0.06321613077338269,0.4607353524338258,19.7,21.82,16.61,19.7,374,1714,1.66,55,5.06
52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0.16766145419206646,0.8323385458079335,0.16766145419206646,0.5002774096651648,26.35,25.55,20.76,26.35,175,685,1.73,19,5.39
53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0.13228163329725826,0.8677183667027417,0.13228163329725826,0.49741240530303016,152.54,18.2,68.3,152.54,361,1983,1.54,81,4.75
54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0.21257136583223538,0.7874286341677647,0.21257136583223538,0.4116020452976975,18.24,21.94,16.07,18.24,204,930,1.66,40,5.14
55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0.09194041252864783,0.9080595874713522,0.09194041252864783,0.3432502546473135,19.71,24.69,17.76,19.71,219,887,1.76,17,5.4
56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0.11698568098568099,0.883014319014319,0.11698568098568099,0.3554052614052614,32.27,29.3,24.63,32.27,104,355,1.75,10,5.39
58.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0.04829313876088068,0.9517068612391193,0.04829313876088068,0.39310303674819796,25.43,22.18,19.04,25.43,344,1551,1.62,33,5.09
59.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0.15246619818537624,0.8475338018146238,0.15246619818537624,0.4025692344185496,25.69,23.47,19.66,25.69,211,899,1.61,25,5.06
60.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0.19409380050843475,0.8059061994915653,0.19409380050843475,0.4698461863339915,18.35,13.99,12.94,18.35,290,2073,1.58,69,4.84
61.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0.2557077625570776,0.7442922374429224,0.2557077625570776,0.48513155033702976,18.91,23.56,16.99,18.91,196,832,1.66,32,5.16
62.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0.12757936507936507,0.8724206349206349,0.12757936507936507,0.41633597883597884,27.55,26.13,21.47,27.55,144,551,1.59,23,5.07
63.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0.1624871482683983,0.8375128517316017,0.1624871482683983,0.4586850649350649,24.07,20.47,17.82,24.07,202,987,1.58,42,4.87
64.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0.11994134897360705,0.8800586510263929,0.11994134897360705,0.38859097891355965,27.12,29.19,22.52,27.12,190,651,1.71,14,5.22
65.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0.20731416957026713,0.7926858304297328,0.20731416957026713,0.47684668989547035,17.59,24.51,16.84,17.59,138,563,1.62,22,5.23
66.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0.06628264208909371,0.9337173579109063,0.06628264208909371,0.29623655913978497,22.53,33.43,22.38,22.53,113,338,1.8,12,5.47
67.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0.057149943310657605,0.9428500566893424,0.057149943310657605,0.4680839002267575,16.42,19.39,14.32,16.42,191,985,1.54,107,4.73
68.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0.26018398268398263,0.7398160173160173,0.26018398268398263,0.41480519480519484,24.07,28.53,21.04,24.07,103,361,1.63,15,5.1
69.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0.083247776997777,0.916752223002223,0.083247776997777,0.39717590967590966,20.85,27.37,19.29,20.85,234,855,1.75,27,5.51
70.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0.09663483575248281,0.9033651642475172,0.09663483575248281,0.43035141329258975,23.57,28.18,20.7,23.57,93,330,1.63,14,5.04
71.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0.049117913832199545,0.9508820861678005,0.049117913832199545,0.5530249433106575,21.5,21.29,17.12,21.5,119,559,1.6,44,4.86
72.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0.08988803088803089,0.9101119691119691,0.08988803088803089,0.4013809523809523,24.28,24.45,19.49,24.28,463,1894,1.71,64,5.29
73.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0.12424226132290647,0.8757577386770935,0.12424226132290647,0.49212675496546443,26.71,18.41,18.05,26.71,354,1923,1.51,63,4.77
74.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0.0680352798053528,0.9319647201946472,0.0680352798053528,0.3950512686826556,19.99,22.17,16.86,19.99,359,1619,1.54,63,4.83
75.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0.17408675799086762,0.8259132420091324,0.17408675799086762,0.46814441266496076,14.87,16.52,12.56,14.87,172,1041,1.49,83,4.66
76.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0.21209899749373437,0.7879010025062656,0.21209899749373437,0.4288533834586467,24.03,16.77,16.32,24.03,266,1586,1.49,85,4.57
77.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0.23437882871845134,0.7656211712815486,0.23437882871845134,0.48876500857632954,30.76,21.21,20.79,30.76,137,646,1.6,36,4.86
78.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0.12173029255690546,0.8782697074430945,0.12173029255690546,0.44674065182129685,22.91,20.52,17.37,22.91,362,1764,1.64,39,5.07
79.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0.08305820105820107,0.916941798941799,0.08305820105820107,0.557716553287982,13.86,21.31,14.07,13.86,248,1164,1.54,111,4.71
80.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0.25077444956477213,0.7492255504352279,0.25077444956477213,0.5992191500256016,16.27,14.13,12.16,16.27,184,1302,1.47,118,4.6
81.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0.12731669637551993,0.8726833036244801,0.12731669637551993,0.46236088094911626,24.39,15.48,15.95,24.39,185,1195,1.52,24,4.88
82.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0.0965117613310384,0.9034882386689616,0.0965117613310384,0.3533393313513796,20.26,22.45,17.08,20.26,282,1256,1.73,48,5.2
83.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0.08564646464646465,0.9143535353535354,0.08564646464646465,0.5423658008658009,14.85,21.97,14.73,14.85,261,1188,1.54,111,4.74
84.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0.05318758866704072,0.9468124113329592,0.05318758866704072,0.46237998683204157,22.39,24.56,18.78,22.39,209,851,1.59,29,4.93
85.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.043425925925925916,0.9565740740740741,0.043425925925925916,0.36850325600325606,31.67,26.11,23.11,31.67,124,475,1.65,13,5.13
86.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0.09573195004229484,0.9042680499577052,0.09573195004229484,0.3851977524391318,31.66,26.14,23.12,31.66,240,918,1.66,17,5.24
87.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0.06037907082024732,0.9396209291797527,0.06037907082024732,0.41723177149647733,22.75,22.12,17.95,22.75,307,1388,1.58,41,5.06
88.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.053945498945498944,0.9460545010545011,0.053945498945498944,0.3301035289496829,15.92,12.85,11.51,15.92,446,3470,1.5,31,4.93
89.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.02923365144956054,0.9707663485504394,0.02923365144956054,0.45792006334214125,21.76,20.78,17.02,21.76,398,1915,1.58,65,4.97
90.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.02606594794094794,0.973934052059052,0.02606594794094794,0.37043095793095776,24.63,23.88,19.4,24.63,394,1650,1.72,24,5.44
91.0,https://insights.blackcoffer.com/human-rights-outlook/,0.2258958633958634,0.7741041366041366,0.2258958633958634,0.4019059644059644,29.73,27.83,23.02,29.73,91,327,1.62,17,5.02
92.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.16925012272950413,0.8307498772704959,0.16925012272950413,0.4674582719685813,23.65,20.35,17.6,23.65,207,1017,1.54,49,4.92
93.0,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.11036886134925353,0.8896311386507465,0.11036886134925353,0.42651137896235924,16.1,16.78,13.15,16.1,335,1997,1.56,67,4.9
94.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.15986780779884235,0.8401321922011576,0.15986780779884235,0.4367577888267545,19.02,19.57,15.44,19.02,361,1845,1.57,88,4.92
95.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.09721162518037518,0.9027883748196248,0.09721162518037518,0.4340703220390721,24.24,21.36,18.24,24.24,264,1236,1.58,43,5.0
96.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.03687954309449637,0.9631204569055036,0.03687954309449637,0.4157461800919744,25.16,19.98,18.06,25.16,377,1887,1.7,20,5.18
97.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.08522290809327843,0.9147770919067215,0.08522290809327843,0.42986380560454623,20.94,21.84,17.11,20.94,247,1131,1.63,32,5.04
98.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.11596823124382181,0.8840317687561782,0.11596823124382181,0.4385678494733615,17.77,20.27,15.22,17.77,281,1386,1.54,72,4.88
99.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.08008320721735358,0.9199167927826464,0.08008320721735358,0.42657967596991975,28.33,22.35,20.27,28.33,285,1275,1.63,49,5.02
100.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.08194057994442,0.91805942005558,0.08194057994442,0.3312883679409103,20.53,23.39,17.57,20.53,317,1355,1.65,20,5.18
101.0,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.2235885642135642,0.7764114357864358,0.2235885642135642,0.3972628066378066,26.36,26.29,21.06,26.36,97,369,1.58,17,4.94
102.0,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.06663906926406925,0.9333609307359307,0.06663906926406925,0.4263603896103896,19.32,23.29,17.04,19.32,297,1275,1.55,85,4.87
103.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.06733186846823211,0.9326681315317679,0.06733186846823211,0.39810786856241404,20.92,26.04,18.78,20.92,207,795,1.61,23,5.1
104.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.061220641732005365,0.9387793582679946,0.061220641732005365,0.3884643639189092,24.02,24.21,19.29,24.02,314,1297,1.69,12,5.22
105.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.06999615975422428,0.9300038402457758,0.06999615975422428,0.4326051636535508,29.86,16.83,18.68,29.86,211,1254,1.54,52,4.75
106.0,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.07154195011337869,0.9284580498866213,0.07154195011337869,0.3624149659863945,36.0,30.56,26.62,36.0,99,324,1.73,8,5.42
107.0,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.09068557293047089,0.9093144270695291,0.09068557293047089,0.3935025178902729,20.54,21.14,16.67,20.54,152,719,1.56,22,4.92
108.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.08376909119483376,0.9162309088051662,0.08376909119483376,0.41646771820039136,29.78,24.95,21.89,29.78,275,1102,1.66,20,5.11
109.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0.23520238095238102,0.764797619047619,0.23520238095238102,0.49150000000000005,26.32,15.98,16.92,26.32,143,895,1.41,77,4.44
110.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0.050347485269360275,0.9496525147306397,0.050347485269360275,0.3275041335978837,22.89,23.0,18.36,22.89,279,1213,1.59,11,5.17
111.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0.06482115408745842,0.9351788459125416,0.06482115408745842,0.4543066534914361,21.54,19.82,16.54,21.54,239,1206,1.65,36,5.27
112.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0.11434569952011812,0.8856543004798819,0.11434569952011812,0.42066260612772244,20.93,28.33,19.7,20.93,338,1193,1.65,28,5.19
113.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0.07977152477152477,0.9202284752284753,0.07977152477152477,0.3895576398909732,24.38,24.1,19.39,24.38,235,975,1.63,32,5.05
114.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0.036852405635300366,0.9631475943646997,0.036852405635300366,0.46654636116807163,22.53,18.16,16.28,22.53,315,1735,1.56,45,4.84
115.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,-0.012806394993894991,1.012806394993895,-0.012806394993894991,0.3888308913308913,22.69,22.75,18.18,22.69,382,1679,1.66,30,5.1
116.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0.07387288059163057,0.9261271194083694,0.07387288059163057,0.46576591810966816,39.07,16.02,22.04,39.07,169,1055,1.42,79,4.42
117.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0.07385509227614488,0.9261449077238552,0.07385509227614488,0.4261069340016709,24.28,21.07,18.14,24.28,399,1894,1.6,42,5.1
118.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0.11513871433226269,0.8848612856677374,0.11513871433226269,0.4909798946573139,20.34,15.1,14.18,20.34,215,1424,1.44,79,4.56
119.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0.08496307613954672,0.9150369238604533,0.08496307613954672,0.4328017570664629,21.33,27.93,19.7,21.33,143,512,1.77,10,5.4
120.0,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0.033776348055489167,0.9662236519445109,0.033776348055489167,0.3312559866854347,23.92,21.29,18.08,23.92,494,2320,1.64,36,5.19
121.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0.09700925763425762,0.9029907423657424,0.09700925763425762,0.4706752856752853,25.75,15.03,16.31,25.75,267,1777,1.43,123,4.53
122.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0.07453498341485353,0.9254650165851465,0.07453498341485353,0.428633412042503,18.37,19.85,15.29,18.37,372,1874,1.58,59,4.92
123.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0.10676292773475872,0.8932370722652413,0.10676292773475872,0.4339321023264687,24.17,20.94,18.04,24.17,415,1982,1.57,52,4.98
124.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0.14422679172679173,0.8557732082732082,0.14422679172679173,0.3869486531986531,19.65,21.54,16.48,19.65,254,1179,1.57,29,5.0
125.0,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0.1341013153513153,0.8658986846486847,0.1341013153513153,0.37734279609279625,28.41,22.57,20.39,28.41,449,1989,1.63,73,5.1
126.0,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0.058871855521340055,0.9411281444786599,0.058871855521340055,0.38726067746686305,27.46,23.52,20.39,27.46,239,1016,1.62,26,5.05
127.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0.03962200208550574,0.9603779979144943,0.03962200208550574,0.44234271810914144,21.46,22.17,17.45,21.46,333,1502,1.64,35,5.11
128.0,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0.1796428571428571,0.8203571428571429,0.1796428571428571,0.5556845238095237,23.6,26.48,20.03,23.6,125,472,1.64,28,5.14
129.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0.08055261065465147,0.9194473893453485,0.08055261065465147,0.4043323173425215,23.36,27.06,20.17,23.36,177,654,1.65,9,5.16
130.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0.020574074074074068,0.9794259259259259,0.020574074074074068,0.3961322751322751,33.33,18.28,20.64,33.33,335,1833,1.66,18,5.14
131.0,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0.1375221543162719,0.8624778456837281,0.1375221543162719,0.44623605969194213,24.59,22.99,19.03,24.59,424,1844,1.67,63,5.15
132.0,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0.07238877395957041,0.9276112260404296,0.07238877395957041,0.42467813405866506,23.15,19.5,17.06,23.15,298,1528,1.62,55,4.97
133.0,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0.052921445026708196,0.9470785549732919,0.052921445026708196,0.4082599174704438,27.23,30.69,23.17,27.23,259,844,1.8,21,5.63
134.0,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0.04518398268398269,0.9548160173160173,0.04518398268398269,0.3455844155844156,27.5,31.52,23.61,27.5,156,495,1.74,16,5.38
135.0,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0.16268037518037518,0.8373196248196249,0.16268037518037518,0.35995310245310247,27.94,21.27,19.68,27.94,107,503,1.51,18,4.79
136.0,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.042708333333333334,0.9572916666666667,0.042708333333333334,0.4496651785714286,23.0,25.57,19.43,23.0,147,575,1.62,23,4.88
137.0,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0.030173174264971143,0.9698268257350289,0.030173174264971143,0.34065543831168826,29.07,26.29,22.14,29.07,107,407,1.66,16,5.13
138.0,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0.02065295815295815,0.9793470418470418,0.02065295815295815,0.3733946608946609,22.95,30.73,21.47,22.95,134,436,1.66,20,5.13
139.0,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0.08267099567099567,0.9173290043290043,0.08267099567099567,0.32150649350649346,21.19,31.27,20.98,21.19,106,339,1.77,9,5.41
140.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0.04908303502053502,0.950916964979465,0.04908303502053502,0.44443242769135644,20.98,20.95,16.77,20.98,233,1112,1.62,20,5.04
141.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0.07404622667780564,0.9259537733221943,0.07404622667780564,0.41693121693121693,30.81,25.19,22.4,30.81,163,647,1.6,17,4.97
142.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0.10921136922545373,0.8907886307745463,0.10921136922545373,0.3976730960745045,23.9,21.57,18.19,23.9,428,1984,1.65,41,5.08
143.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0.1368308334857631,0.8631691665142369,0.1368308334857631,0.39932321199926835,19.75,22.15,16.76,19.75,175,790,1.6,18,5.11
145.0,https://insights.blackcoffer.com/blockchain-in-fintech/,0.11007157926461728,0.8899284207353827,0.11007157926461728,0.45651471770142643,23.95,20.88,17.93,23.95,190,910,1.63,30,5.21
146.0,https://insights.blackcoffer.com/blockchain-for-payments/,0.04287050133584787,0.9571294986641521,0.04287050133584787,0.401982555398397,18.79,26.14,17.97,18.79,280,1071,1.67,35,5.25
147.0,https://insights.blackcoffer.com/the-future-of-investing/,0.08744430520746312,0.9125556947925368,0.08744430520746312,0.3996403937193412,21.91,21.95,17.54,21.91,279,1271,1.65,37,5.14
148.0,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,0.04767249103942652,0.9523275089605735,0.04767249103942652,0.41636343495214484,18.15,21.04,15.68,18.15,275,1307,1.68,22,5.09
149.0,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,0.20641243604879975,0.7935875639512002,0.20641243604879975,0.533982683982684,24.8,27.69,21.0,24.8,206,744,1.77,24,5.55
150.0,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,0.12701559411643445,0.8729844058835655,0.12701559411643445,0.4571850558405181,17.36,21.48,15.54,17.36,261,1215,1.64,33,5.06
